Year,Level,Rank,Company,Headquarters,Title Name,Compensation
2024,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),2,Oracle,"Austin, TX",IC-6,"$1,435,000"
2024,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),3,Uber,"San Francisco, CA",Senior Staff Software Engineer,"$940,000"
2024,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),4,Airbnb,"San Francisco, CA",G11,"$923,750"
2024,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),5,Cruise,"San Francisco, CA",L7,"$909,000"
2024,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),6,ByteDance,"San Francisco, CA",3-2,"$868,900"
2024,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),7,Google,"Mountain View, CA",L7,"$728,000"
2022,Engineering - Software Engineering Manager (All) (2022+),1,Rippling,"San Francisco, CA",L8,"$910,000"
2022,Engineering - Software Engineering Manager (All) (2022+),2,Airbnb,"San Francisco, CA",M1,"$737,000"
2022,Engineering - Software Engineering Manager (All) (2022+),3,Netflix,"Los Gatos, CA",Manager,"$735,000"
2022,Engineering - Software Engineering Manager (All) (2022+),4,Stripe,"San Francisco, CA",M1,"$697,000"
2022,Engineering - Software Engineering Manager (All) (2022+),5,Coinbase,Remote-first,IC6,"$680,000"
2022,Product - Product Manager (All) (2022 & 2023),1,Airbnb,"San Francisco, CA",L5,"$489,000"
2022,Product - Product Manager (All) (2022 & 2023),2,Stripe,"San Francisco, CA",L3,"$481,000"
2022,Product - Product Manager (All) (2022 & 2023),3,Roblox,"San Mateo, CA",IC4,"$436,000"
2022,Product - Product Manager (All) (2022 & 2023),4,Qualtrics,"Provo, UT",L6,"$435,000"
2022,Product - Product Manager (All) (2022 & 2023),5,Lyft,"San Francisco, CA",T5,"$435,000"
2022,Product - Product Designer (All) (2022-2024),1,Netflix,"Los Gatos, CA",L5,"$400,000"
2022,Product - Product Designer (All) (2022-2024),2,Opendoor,"San Francisco, CA",L4,"$350,000"
2022,Product - Product Designer (All) (2022-2024),3,Lyft,"San Francisco, CA",T5,"$335,000"
2022,Product - Product Designer (All) (2022-2024),4,Coinbase,Remote-first,IC6,"$330,000"
2022,Product - Product Designer (All) (2022-2024),5,Doordash,"San Francisco, CA",E6,"$329,000"
2022,Engineering - Hardware Engineer (All) (2022-2024),1,Waymo,"Mountain View, CA",L6,"$376,000"
2022,Engineering - Hardware Engineer (All) (2022-2024),2,Broadcom,"San Jose, CA",ICB 5,"$370,000"
2022,Engineering - Hardware Engineer (All) (2022-2024),3,Facebook,"Menlo Park, CA",IC6,"$350,000"
2022,Engineering - Hardware Engineer (All) (2022-2024),4,Google,"Mountain View, CA",L6,"$310,000"
2022,Engineering - Hardware Engineer (All) (2022-2024),5,Intuitive,"Sunnyvale, CA",L5,"$295,000"
2023,Engineering - Software Engineering Manager (All) (2022+),1,Databricks,"San Francisco, CA",L7,"$900,000"
2023,Engineering - Software Engineering Manager (All) (2022+),2,Netflix,"Los Gatos, CA",Manager,"$785,000"
2023,Engineering - Software Engineering Manager (All) (2022+),3,Chai,"Palo Alto, CA",L7,"$750,000"
2023,Engineering - Software Engineering Manager (All) (2022+),4,Snowflake,"Bozeman, MT",M4,"$683,000"
2023,Engineering - Software Engineering Manager (All) (2022+),5,Discord,"San Francisco, CA",M4,"$670,000"
2023,Product - Product Manager (All) (2022 & 2023),1,Coinbase,Remote-first,IC7,"$830,000"
2023,Product - Product Manager (All) (2022 & 2023),2,Airbnb,"San Francisco, CA",Director,"$659,500"
2023,Product - Product Manager (All) (2022 & 2023),3,Zscaler,"San Jose, CA",Senior Director,"$590,000"
2023,Product - Product Manager (All) (2022 & 2023),4,Netflix,"Los Gatos, CA",Senior Product Manager,"$550,000"
2023,Product - Product Manager (All) (2022 & 2023),5,Stripe,"San Francisco, CA",L3,"$491,000"
2023,Product - Product Designer (All) (2022-2024),1,Stripe,"San Francisco, CA",L3,"$367,000"
2023,Product - Product Designer (All) (2022-2024),2,Coinbase,Remote-first,IC6,"$350,000"
2023,Product - Product Designer (All) (2022-2024),3,Doordash,"San Francisco, CA",E5,"$305,000"
2023,Product - Product Designer (All) (2022-2024),4,Apple,"Cupertino, CA",ICT4,"$301,000"
2023,Product - Product Designer (All) (2022-2024),5,Dropbox,"San Francisco, CA",IC3,"$298,850"
2023,Engineering - Hardware Engineer (All) (2022-2024),1,Broadcom,"San Jose, CA",ICB4,"$416,250"
2023,Engineering - Hardware Engineer (All) (2022-2024),2,Facebook,"Menlo Park, CA",IC5,"$359,186"
2023,Engineering - Hardware Engineer (All) (2022-2024),3,Waymo,"Mountain View, CA",L5,"$358,000"
2023,Engineering - Hardware Engineer (All) (2022-2024),4,Verily,"Mountain View, CA",L5,"$335,000"
2023,Engineering - Hardware Engineer (All) (2022-2024),5,Cruise,"San Francisco, CA",L5,"$335,000"
2023,Engineering - Data Scientist (All) (2023 & 2024),1,Netflix,"Los Gatos, CA",L5,"$500,000"
2023,Engineering - Data Scientist (All) (2023 & 2024),2,HRT,"New York, NY",L4,"$500,000"
2023,Engineering - Data Scientist (All) (2023 & 2024),3,Advent International,"Boston, MA",L5,"$500,000"
2023,Engineering - Data Scientist (All) (2023 & 2024),4,Cruise,"San Francisco, CA",L5,"$446,500"
2023,Engineering - Data Scientist (All) (2023 & 2024),5,Roblox,"San Mateo, CA",IC4,"$440,000"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),1,Uber,"San Francisco, CA","","$257,900"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),2,ByteDance,"San Francisco, CA","","$248,500"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),3,Amazon,"Seattle, WA","","$232,500"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),4,Intuit,"Mountain View, CA","","$196,625"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),5,Walmart,"Bentonville, AR","","$195,000"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),6,Facebook,"Menlo Park, CA","","$190,000"
2024,Product - Product Manager - 0 - Entry (0-3 years) (2024+),7,Salesforce,"San Francisco, CA","","$190,000"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),1,LinkedIn,"Sunnyvale, CA","","$435,000"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),2,Snap Inc.,"Santa Monica, CA","","$380,000"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),3,Doordash,"San Francisco, CA","","$348,750"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),4,Instacart,"San Francisco, CA","","$338,500"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),5,NVIDIA,"Santa Clara, CA","","$322,500"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),6,Chime,"San Francisco, CA","","$314,250"
2024,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),7,Uber,"San Francisco, CA","","$300,000"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),1,Databricks,"San Francisco, CA","","$657,000"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),2,Cruise,"San Francisco, CA","","$558,000"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),3,Coinbase,Remote-first,"","$547,550"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),4,Coupang,"Seattle, WA","","$540,000"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),5,Snap Inc.,"Santa Monica, CA","","$487,000"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),6,Dropbox,"San Francisco, CA","","$485,000"
2024,Product - Product Manager - 2 - Senior (7-10 years) (2024+),7,DocuSign,"San Francisco, CA","","$471,750"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),1,Cruise,"San Francisco, CA","","$675,000"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),2,Splunk,"San Francisco, CA","","$662,584"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),3,Facebook,"Menlo Park, CA","","$633,000"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),4,Roblox,"San Mateo, CA","","$615,000"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),5,Roku,"San Jose, CA","","$600,000"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),6,Snap Inc.,"Santa Monica, CA","","$574,000"
2024,Product - Product Manager - 3 - Leader (11+ years) (2024+),7,Asana,"San Francisco, CA","","$571,500"
2024,Engineering - Software Engineering Manager (All) (2022+),1,Databricks,"San Francisco, CA",L3,"$940,000"
2024,Engineering - Software Engineering Manager (All) (2022+),2,Facebook,"Menlo Park, CA",M1,"$815,000"
2024,Engineering - Software Engineering Manager (All) (2022+),3,Snowflake,"Bozeman, MT",M3,"$756,000"
2024,Engineering - Software Engineering Manager (All) (2022+),4,Netflix,"Los Gatos, CA",Manager,"$700,000"
2024,Engineering - Software Engineering Manager (All) (2022+),5,Stripe,"San Francisco, CA",M1,"$681,500"
2024,Product - Product Designer (All) (2022-2024),1,Netflix,"Los Gatos, CA",L5,"$540,000"
2024,Product - Product Designer (All) (2022-2024),2,Broadcom,"San Jose, CA",ICB 4,"$480,500"
2024,Product - Product Designer (All) (2022-2024),3,Roblox,"San Mateo, CA",IC5,"$425,000"
2024,Product - Product Designer (All) (2022-2024),4,Snowflake,"Bozeman, MT",IC2,"$373,000"
2024,Product - Product Designer (All) (2022-2024),5,Rivian,"Irvine, CA",RIV-6,"$346,450"
2024,Engineering - Hardware Engineer (All) (2022-2024),1,Waymo,"Mountain View, CA",L6,"$502,000"
2024,Engineering - Hardware Engineer (All) (2022-2024),2,Broadcom,"San Jose, CA",ICB 5,"$497,600"
2024,Engineering - Hardware Engineer (All) (2022-2024),3,Facebook,"Menlo Park, CA",IC5,"$393,000"
2024,Engineering - Hardware Engineer (All) (2022-2024),4,Google,"Mountain View, CA",L5,"$355,000"
2024,Engineering - Hardware Engineer (All) (2022-2024),5,Cruise,"San Francisco, CA",L6,"$308,000"
2024,Engineering - Data Scientist (All) (2023 & 2024),1,Palo Alto Networks,"Santa Clara, CA",Senior Principal Data Scientist,"$507,250"
2024,Engineering - Data Scientist (All) (2023 & 2024),2,Netflix,"Los Gatos, CA",L5,"$500,000"
2024,Engineering - Data Scientist (All) (2023 & 2024),3,Roblox,"San Mateo, CA",IC4,"$420,000"
2024,Engineering - Data Scientist (All) (2023 & 2024),4,HRT,"New York, NY",L1,"$400,000"
2024,Engineering - Data Scientist (All) (2023 & 2024),5,Brex,"San Francisco, CA",Senior Data Scientist,"$385,000"
2024,Engineering - Mechanical Engineer (All) (2024 only),1,Facebook,"Menlo Park, CA",IC5,"$331,800"
2024,Engineering - Mechanical Engineer (All) (2024 only),2,Intuitive,"Sunnyvale, CA",Senior Mechanical Engineer,"$279,500"
2024,Engineering - Mechanical Engineer (All) (2024 only),3,Apple,"Cupertino, CA",ICT4,"$273,000"
2024,Engineering - Mechanical Engineer (All) (2024 only),4,Amazon,"Seattle, WA",Mechanical Engineer II,"$214,278"
2024,Engineering - Mechanical Engineer (All) (2024 only),5,Google,"Mountain View, CA",L4,"$197,750"
2024,Consulting - Management Consultant (All) (2024 only),1,Palo Alto Networks,"Santa Clara, CA",L5,"$356,600"
2024,Consulting - Management Consultant (All) (2024 only),2,Google,"Mountain View, CA",L5,"$307,000"
2024,Consulting - Management Consultant (All) (2024 only),3,AlixPartners,"New York, NY",Vice President,"$245,000"
2024,Consulting - Management Consultant (All) (2024 only),4,McKinsey & Company,"New York, NY",Senior Associate,"$242,000"
2024,Consulting - Management Consultant (All) (2024 only),5,Bain & Company,"Boston, MA",Consultant,"$231,500"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),1,Hudson River Trading,"New York, NY",L1,"$400,000"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),2,Jane Street,"New York, NY",L1,"$350,000"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),3,OpenAI,"San Francisco, CA",L2,"$300,000"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),4,Two Sigma,"New York, NY",L1,"$263,000"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),5,Ramp,"New York, NY",Software Engineer,"$260,990"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),6,Optiver,"Amsterdam, NH",L3,"$256,896"
2025,Engineering - SWE - 0 - Entry-level Engineer (I) (0-2 YoE),7,Databricks,"San Francisco, CA",L3,"$246,875"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),1,Anthropic,"San Francisco, CA",Senior Software Engineer,"$570,000"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),2,Hudson River Trading,"New York, NY",L2,"$470,000"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),3,Databricks,"San Francisco, CA",L4,"$400,000"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),4,Snap,"Santa Monica, CA",L4,"$378,000"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),5,Roblox,"San Mateo, CA",IC3,"$370,000"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),6,Netflix,"Los Gatos, CA",L4,"$350,000"
2025,Engineering - SWE - 1 - Engineer (II) (2-5+ YoE),7,Broadcom,"San Jose, CA",ICB 4,"$350,000"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),1,Anthropic,"San Francisco, CA",Lead Software Engineer,"$746,403"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),2,Notion,"San Francisco, CA",L4,"$630,000"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),3,OpenAI,"San Francisco, CA",L4,"$620,000"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),4,Databricks,"San Francisco, CA",L5,"$609,250"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),5,Broadcom,"San Jose, CA",ICB 6,"$600,000"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),6,Roblox,"San Mateo, CA",IC4,"$552,000"
2025,Engineering - SWE - 2 - Senior Engineer (III) (5+ YoE),7,Snap,"Santa Monica, CA",L5,"$552,000"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),1,Databricks,"San Francisco, CA",L6,"$1,029,500"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),2,Waymo,"Mountain View, CA",L7,"$925,000"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),3,ByteDance,"San Francisco, CA",3-2,"$900,000"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),4,OpenAI,"San Francisco, CA",L5,"$875,000"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),5,Facebook,"Menlo Park, CA",E6,"$794,724"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),6,Snowflake,"Bozeman, MT",IC4,"$787,500"
2025,Engineering - SWE - 3 - Staff Engineer (IV) (10+ YoE),7,Netflix,"Los Gatos, CA",L6,"$745,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),1,Facebook,"Menlo Park, CA",E9,"$3,400,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),2,Amazon,"Seattle, WA",Senior Principal SDE,"$1,397,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),3,OpenAI,"San Francisco, CA",L6,"$1,170,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),4,Microsoft,"Redmond, WA",Partner,"$890,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),5,Twilio,"San Francisco, CA",IC6,"$860,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),6,Google,"Mountain View, CA",L7,"$804,000"
2025,Engineering - SWE - 4 - Principal Engineer (V) (15+ YoE),7,Apple,"Cupertino, CA",ICT6,"$785,000"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),1,Ramp,"New York, NY",Product Manager,"$275,000"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),2,Amazon,"Seattle, WA",Product Manager,"$270,000"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),3,Databricks,"San Francisco, CA",L3,"$252,250"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),4,ByteDance,"San Francisco, CA",L2-1,"$223,750"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),5,Google,"Mountain View, CA",APM 1,"$204,000"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),6,Salesforce,"San Francisco, CA",PM Sr. Specialist,"$200,000"
2025,Product - Product Manager - 0 - Entry (0-3 years) (2024+),7,Intuit,"Mountain View, CA",PM 2,"$181,751"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),1,Databricks,"San Francisco, CA",L5,"$403,375"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),2,Facebook,"Menlo Park, CA",L5 PM,"$390,000"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),3,Instacart,"San Francisco, CA",L5,"$338,000"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),4,LinkedIn,"Sunnyvale, CA",Product Manager,"$322,500"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),5,Apple,"Cupertino, CA",ICT4,"$321,000"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),6,Intuit,"Mountain View, CA",Senior PM,"$308,000"
2025,Product - Product Manager - 1 - Experienced (4-6 years) (2024+),7,ByteDance,"San Francisco, CA",2-2,"$290,000"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),1,Facebook,"Menlo Park, CA",L6 PM,"$536,000"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),2,Rippling,"San Francisco, CA",L8,"$470,000"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),3,Stripe,"San Francisco, CA",L4,"$459,850"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),4,Twilio,"San Francisco, CA",L4,"$430,000"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),5,LinkedIn,"Sunnyvale, CA",L5,"$420,000"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),6,Upstart,"San Mateo, CA",L5,"$415,000"
2025,Product - Product Manager - 2 - Senior (7-10 years) (2024+),7,DoorDash,"San Francisco, CA",E6,"$414,250"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),1,Netflix,"Los Gatos, CA",Director,"$770,000"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),2,Facebook,"Menlo Park, CA",L6 PM,"$725,000"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),3,Uber,"San Francisco, CA",Group PM,"$640,000"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),4,Atlassian,"Sydney, Australia",P60,"$608,000"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),5,Snowflake,"Bozeman, MT",IC3,"$576,000"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),6,Google,"Mountain View, CA",Group PM,"$562,000"
2025,Product - Product Manager - 3 - Leader (11+ years) (2024+),7,Airbnb,"San Francisco, CA",L6,"$550,000"
2025,Engineering - Software Engineering Manager (All) (2022+),1,OpenAI,"San Francisco, CA",L6,"$1,380,000"
2025,Engineering - Software Engineering Manager (All) (2022+),2,Databricks,"San Francisco, CA",M3,"$1,135,150"
2025,Engineering - Software Engineering Manager (All) (2022+),3,Snowflake,"Bozeman, MT",M4,"$855,000"
2025,Engineering - Software Engineering Manager (All) (2022+),4,Waymo,"Mountain View, CA",L7,"$831,000"
2025,Engineering - Software Engineering Manager (All) (2022+),5,Facebook,"Menlo Park, CA",M1,"$818,000"
2025,Engineering - Software Engineering Manager (All) (2022+),6,Uber,"San Francisco, CA",EM 2,"$750,000"
2025,Engineering - Software Engineering Manager (All) (2022+),7,Roblox,"San Mateo, CA",M1/IC5,"$700,000"
2025,Engineering - Data Scientist - 0 - Entry (2025+),1,Jane Street,"New York, NY",L2,"$300,000"
2025,Engineering - Data Scientist - 0 - Entry (2025+),2,Google,"Mountain View, CA",L4,"$275,550"
2025,Engineering - Data Scientist - 0 - Entry (2025+),3,Citadel,"Chicago, IL",L1,"$250,000"
2025,Engineering - Data Scientist - 0 - Entry (2025+),4,Amazon,"Seattle, WA",DS II,"$238,750"
2025,Engineering - Data Scientist - 0 - Entry (2025+),5,Intuit,"Mountain View, CA",Senior DS,"$235,000"
2025,Engineering - Data Scientist - 0 - Entry (2025+),6,Lyft,"San Francisco, CA",T4,"$225,000"
2025,Engineering - Data Scientist - 0 - Entry (2025+),7,Uber,"San Francisco, CA",DS II,"$221,750"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),1,Netflix,"Los Gatos, CA",L4,"$350,000"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),2,Asana,"San Francisco, CA",L5,"$337,000"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),3,Facebook,"Menlo Park, CA",IC4,"$325,000"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),4,Google,"Mountain View, CA",L5,"$286,000"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),5,DoorDash,"San Francisco, CA",E6,"$280,000"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),6,Intuit,"Mountain View, CA",Senior DS,"$277,100"
2025,Engineering - Data Scientist - 1 - Experienced (2025+),7,Bloomberg,"New York, NY",Data Scientist,"$275,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),1,Netflix,"Los Gatos, CA",L5,"$550,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),2,Pinterest,"San Francisco, CA",L6,"$540,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),3,DoorDash,"San Francisco, CA",E6,"$465,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),4,Facebook,"Menlo Park, CA",IC6,"$455,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),5,Snap,"Santa Monica, CA",L5,"$450,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),6,Stripe,"San Francisco, CA",L3,"$416,000"
2025,Engineering - Data Scientist - 2 - Senior+ (2025+),7,LinkedIn,"San Francisco, CA",L4,"$410,000"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),1,Hudson River Trading,"New York, NY",L3,"$310,000"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),2,Google,"Mountain View, CA",L4,"$247,050"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),3,Nvidia,"Santa Clara, CA",IC3,"$221,500"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),4,Apple,"Cupertino, CA",ICT3,"$220,000"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),5,Facebook,"Menlo Park, CA",IC4,"$215,900"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),6,Amazon,"Seattle, WA",HWE I,"$197,000"
2025,Engineering - Hardware Engineer - 0 - Entry (2025+),7,Tesla,"Palo Alto, CA",P2,"$190,000"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),1,Facebook,"Menlo Park, CA",IC4,"$306,400"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),2,Google,"Mountain View, CA",L4,"$280,000"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),3,Apple,"Cupertino, CA",ICT3,"$265,000"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),4,Nvidia,"Santa Clara, CA",IC3,"$237,500"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),5,Nokia,"Espoo, Finland",JG8,"$213,000"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),6,Amazon,"Seattle, WA",HWE II,"$210,250"
2025,Engineering - Hardware Engineer - 1 - Experienced (2025+),7,Microsoft,"Redmond, WA",Senior HWE,"$210,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),1,Broadcom,"San Jose, CA",ICB 5,"$560,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),2,Facebook,"Menlo Park, CA",IC5,"$550,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),3,Tesla,"Palo Alto, CA",P5,"$465,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),4,Google,"Mountain View, CA",L5,"$375,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),5,Apple,"Cupertino, CA",ICT4,"$370,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),6,Nvidia,"Santa Clara, CA",IC5,"$355,000"
2025,Engineering - Hardware Engineer - 2 - Senior+ (2025+),7,Cisco,"San Jose, CA",Grade 11,"$326,400"
